model_display,env_display,tau,polarity,valid_example_count,event_example_count,coverage,valid_pair_count,event_pair_count,pair_coverage,mean_delta,mean_abs_delta,mean_pre_rate,mean_post_rate,mean_post_location
Qwen-7B,Gridworld,0.4,positive,5000,1350,0.27,67192,1437,0.02138647458030718,0.5451571820535626,0.5451571820535626,0.24894187755126862,0.7940990596048311,0.7069022082070099
Qwen-7B,Gridworld,0.5,positive,5000,779,0.1558,67192,789,0.011742469341588284,0.6253202483515785,0.6253202483515785,0.21027444204714166,0.8355946903987203,0.723110972255459
Qwen-7B,Gridworld,0.6,positive,5000,397,0.0794,67192,400,0.005953089653530182,0.7002214310724301,0.7002214310724301,0.17299648301342654,0.8732179140858567,0.7346696324508823
Qwen-7B,Gridworld,0.7,positive,5000,161,0.0322,67192,161,0.0023961185855458983,0.7827029013141382,0.7827029013141382,0.1319436297660784,0.9146465310802168,0.7651383037252603
Qwen-7B,Interview,0.1,positive,4999,4151,0.830366073214643,66838,10633,0.15908614859810288,0.21612345091093163,0.21612345091093163,0.436023307653431,0.6521467585643627,0.5870375516312001
Qwen-7B,Interview,0.2,positive,4999,2804,0.5609121824364873,66838,4098,0.06131242706244951,0.3341528285540583,0.3341528285540583,0.4102421998804627,0.7443950284345209,0.6612085552503044
Qwen-7B,Interview,0.3,positive,4999,1680,0.33606721344268853,66838,1924,0.02878601992878303,0.43765243688759414,0.43765243688759414,0.375827973170402,0.8134804100579962,0.72014254785748
Qwen-7B,Interview,0.4,positive,4999,893,0.17863572714542908,66838,937,0.014018971243903168,0.5368424532282267,0.5368424532282267,0.3229101844572661,0.8597526376854928,0.757738945125159
Qwen-7B,Interview,0.5,positive,4999,451,0.09021804360872174,66838,457,0.006837427810526946,0.6291224452779505,0.6291224452779505,0.25890871633609647,0.8880311616140469,0.7799910176921375
Qwen-7B,Interview,0.6,positive,4999,233,0.046609321864372874,66838,234,0.0035010024237709086,0.7076423855262712,0.7076423855262712,0.20432159429695448,0.9119639798232257,0.811948264851734
